word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
45,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,Gusto kong intindihin,Gusto,FIL,,TRUE,,,,
46,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,Gusto kong intindihin pero,kong,FIL,,TRUE,,,,
47,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,Gusto kong intindihin pero hindi,intindihin,FIL,,TRUE,,,,
48,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,kong intindihin pero hindi ko,pero,FIL,,TRUE,,,,
49,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,intindihin pero hindi ko maintindihan,hindi,FIL,,TRUE,,,,
50,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,pero hindi ko maintindihan hahaha,ko,FIL,,TRUE,,,,
51,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,hindi ko maintindihan hahaha paano,maintindihan,FIL,,TRUE,,,,
52,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,ko maintindihan hahaha paano ba,hahaha,UNK,EXPR,TRUE,,,,
53,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,maintindihan hahaha paano ba itong,paano,FIL,,TRUE,,,,
54,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,hahaha paano ba itong mga,ba,FIL,,TRUE,,,,
55,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,paano ba itong mga draw,itong,FIL,,TRUE,,,,
56,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,ba itong mga draw na,mga,FIL,,TRUE,,,,
57,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,itong mga draw na ganyan,draw,ENG,,TRUE,,,,
58,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,mga draw na ganyan po,na,FIL,,TRUE,,,,
59,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,draw na ganyan po ?,ganyan,FIL,,TRUE,,,,
60,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,na ganyan po ?,po,FIL,,TRUE,,,,
61,1,Gusto kong intindihin pero hindi ko maintindihan hahaha paano ba itong mga draw na ganyan po ?,ganyan po ?,?,SYM,,TRUE,,,,
62,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,Kaya kayong mga,Kaya,FIL,,TRUE,,,,
63,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,Kaya kayong mga babae,kayong,FIL,,TRUE,,,,
64,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,Kaya kayong mga babae wag,mga,FIL,,TRUE,,,,
65,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,kayong mga babae wag kayong,babae,FIL,,TRUE,,,,
66,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,mga babae wag kayong basta,wag,FIL,,TRUE,,,,
67,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,babae wag kayong basta basta,kayong,FIL,,TRUE,,,,
68,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,wag kayong basta basta magtiwala,basta,FIL,,TRUE,,,,
69,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,kayong basta basta magtiwala na,basta,FIL,,TRUE,,,,
70,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,basta basta magtiwala na kahit,magtiwala,FIL,,TRUE,,,,
71,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,basta magtiwala na kahit kanino,na,FIL,,TRUE,,,,
72,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,magtiwala na kahit kanino kasi,kahit,FIL,,TRUE,,,,
73,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,na kahit kanino kasi .,kanino,FIL,,TRUE,,,,
74,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,kahit kanino kasi .,kasi,FIL,,TRUE,,,,
75,2,Kaya kayong mga babae wag kayong basta basta magtiwala na kahit kanino kasi .,kanino kasi .,.,SYM,,TRUE,,,,
76,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",Kasalan naman nila,Kasalan,FIL,,TRUE,,,,
77,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",Kasalan naman nila bakit,naman,FIL,,TRUE,,,,
78,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",Kasalan naman nila bakit hindi,nila,FIL,,TRUE,,,,
79,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",naman nila bakit hindi nila,bakit,FIL,,TRUE,,,,
80,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",nila bakit hindi nila sinabi,hindi,FIL,,TRUE,,,,
81,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",bakit hindi nila sinabi agad,nila,FIL,,TRUE,,,,
82,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",hindi nila sinabi agad ang,sinabi,FIL,,TRUE,,,,
83,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,",nila sinabi agad ang totuo,agad,FIL,,TRUE,,,,
84,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,","sinabi agad ang totuo ,",ang,FIL,,TRUE,,,,
85,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,","agad ang totuo ,",totuo,FIL,,FALSE,UNK,,,"Wrong spelling, isnt really recognizable kaagad"
86,3,"Kasalan naman nila bakit hindi nila sinabi agad ang totuo ,","ang totuo ,",",",SYM,,TRUE,,,,
87,4,At sila-sila rin ang umuunlad ?,At sila-sila rin,At,FIL,,TRUE,,,,
88,4,At sila-sila rin ang umuunlad ?,At sila-sila rin ang,sila-sila,FIL,,TRUE,,,,
89,4,At sila-sila rin ang umuunlad ?,At sila-sila rin ang umuunlad,rin,FIL,,TRUE,,,,
90,4,At sila-sila rin ang umuunlad ?,sila-sila rin ang umuunlad ?,ang,FIL,,TRUE,,,,
91,4,At sila-sila rin ang umuunlad ?,rin ang umuunlad ?,umuunlad,FIL,,TRUE,,,,
92,4,At sila-sila rin ang umuunlad ?,ang umuunlad ?,?,SYM,,TRUE,,,,
93,5,Nakakamiss ung mga gantong content ni kuya lloyd .,Nakakamiss ung mga,Nakakamiss,UNK,,FALSE,CS,,,code switched to
94,5,Nakakamiss ung mga gantong content ni kuya lloyd .,Nakakamiss ung mga gantong,ung,FIL,,TRUE,,,,
95,5,Nakakamiss ung mga gantong content ni kuya lloyd .,Nakakamiss ung mga gantong content,mga,FIL,,TRUE,,,,
96,5,Nakakamiss ung mga gantong content ni kuya lloyd .,ung mga gantong content ni,gantong,FIL,,TRUE,,,,
97,5,Nakakamiss ung mga gantong content ni kuya lloyd .,mga gantong content ni kuya,content,ENG,,TRUE,,,,
98,5,Nakakamiss ung mga gantong content ni kuya lloyd .,gantong content ni kuya lloyd,ni,FIL,,TRUE,,,,
99,5,Nakakamiss ung mga gantong content ni kuya lloyd .,content ni kuya lloyd .,kuya,FIL,,TRUE,,,,
100,5,Nakakamiss ung mga gantong content ni kuya lloyd .,ni kuya lloyd .,lloyd,UNK,NE,TRUE,,,,
101,5,Nakakamiss ung mga gantong content ni kuya lloyd .,kuya lloyd .,.,SYM,,TRUE,,,,
102,6,pero pag nag bibigay ako sa thai artist hindi naman ?,pero pag nag,pero,FIL,,TRUE,,,,
103,6,pero pag nag bibigay ako sa thai artist hindi naman ?,pero pag nag bibigay,pag,FIL,,TRUE,,,,
104,6,pero pag nag bibigay ako sa thai artist hindi naman ?,pero pag nag bibigay ako,nag,FIL,,TRUE,,,,
105,6,pero pag nag bibigay ako sa thai artist hindi naman ?,pag nag bibigay ako sa,bibigay,FIL,,TRUE,,,,
106,6,pero pag nag bibigay ako sa thai artist hindi naman ?,nag bibigay ako sa thai,ako,FIL,,TRUE,,,,
107,6,pero pag nag bibigay ako sa thai artist hindi naman ?,bibigay ako sa thai artist,sa,FIL,,TRUE,,,,
108,6,pero pag nag bibigay ako sa thai artist hindi naman ?,ako sa thai artist hindi,thai,ENG,,TRUE,,,,
109,6,pero pag nag bibigay ako sa thai artist hindi naman ?,sa thai artist hindi naman,artist,ENG,,TRUE,,,,
110,6,pero pag nag bibigay ako sa thai artist hindi naman ?,thai artist hindi naman ?,hindi,FIL,,TRUE,,,,
111,6,pero pag nag bibigay ako sa thai artist hindi naman ?,artist hindi naman ?,naman,FIL,,TRUE,,,,
112,6,pero pag nag bibigay ako sa thai artist hindi naman ?,hindi naman ?,?,SYM,,TRUE,,,,
113,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",Sa pamamagitan ng,Sa,FIL,,TRUE,,,,
114,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",Sa pamamagitan ng pagsunod,pamamagitan,FIL,,TRUE,,,,
115,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",Sa pamamagitan ng pagsunod sa,ng,FIL,,TRUE,,,,
116,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",pamamagitan ng pagsunod sa daan,pagsunod,FIL,,TRUE,,,,
117,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",ng pagsunod sa daan na,sa,FIL,,TRUE,,,,
118,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",pagsunod sa daan na ginawa,daan,FIL,,TRUE,,,,
119,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",sa daan na ginawa ng,na,FIL,,TRUE,,,,
120,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",daan na ginawa ng bundok,ginawa,FIL,,TRUE,,,,
121,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .","na ginawa ng bundok ,",ng,FIL,,TRUE,,,,
122,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .","ginawa ng bundok , nagawa",bundok,FIL,,TRUE,,,,
123,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .","ng bundok , nagawa ng",",",SYM,,TRUE,,,,
124,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .","bundok , nagawa ng maliit",nagawa,FIL,,TRUE,,,,
125,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",", nagawa ng maliit na",ng,FIL,,TRUE,,,,
126,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",nagawa ng maliit na sapa,maliit,FIL,,TRUE,,,,
127,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",ng maliit na sapa na,na,FIL,,TRUE,,,,
128,7,"Sa pamamagitan ng pagsunod sa daan na ginawa ng bundok , nagawa ng maliit na sapa na makabalik sa tahanan nito ; sumama ito sa ilog , at dumaloy sa dagat .",maliit na sapa na makabalik,sapa,FIL,,TRUE,,,,
